Delivery_ID,Rider_ID,Shift_Hour,Cumulative_Deliveries,Has_Elevator,Building_Floor,Traffic_Density,Delay_From_Target_Min,Burnout_Score
4542f30b,RIDER_008,10,18,0,5,High,1.7,100
228bf99b,RIDER_035,4,11,1,1,Low,0.5,45
5532ff00,RIDER_081,7,6,0,2,Medium,3.6,70
a5a657f7,RIDER_050,9,20,0,4,Medium,6.6,100
38c0337f,RIDER_104,5,21,0,2,High,4.0,93
8e7c2bc4,RIDER_132,4,14,0,5,Low,-0.7,83
6989628a,RIDER_002,9,21,1,6,Medium,8.6,100
3297556a,RIDER_134,5,13,0,9,Medium,2.2,100
f7dec69f,RIDER_054,9,4,1,5,Medium,7.1,78
cd95c389,RIDER_106,8,20,1,1,Medium,5.5,92
f8e1a43b,RIDER_004,4,20,0,8,Medium,-2.0,100
7184e564,RIDER_054,7,11,1,1,High,6.2,83
713ea78f,RIDER_146,5,18,0,5,Low,5.5,99
e02aad75,RIDER_044,10,1,0,8,High,2.3,100
7b33dc60,RIDER_014,4,12,0,8,Medium,0.2,100
1ab935c0,RIDER_095,5,18,1,1,Medium,5.3,75
0f663cf2,RIDER_048,5,7,0,8,Medium,6.0,100
b215e696,RIDER_015,9,12,1,7,High,0.4,83
3b7bbbed,RIDER_040,9,1,0,6,Low,4.4,100
410a444a,RIDER_082,6,22,1,10,Medium,0.7,70
d3b63ccf,RIDER_111,4,4,1,7,Low,-0.2,37
d3e84986,RIDER_053,2,18,1,9,Medium,3.7,54
ac7b815f,RIDER_024,3,15,1,7,Medium,5.2,65
6240a4ac,RIDER_124,2,3,1,0,Low,4.1,31
23c5dcd9,RIDER_041,5,7,1,8,Medium,1.4,61
a9353463,RIDER_015,6,6,1,5,Medium,-2.6,55
64c5c97c,RIDER_045,5,15,1,0,Medium,0.8,67
6beee8f1,RIDER_065,2,15,1,0,Medium,3.5,56
a3bcf713,RIDER_089,5,6,1,6,Medium,10.6,72
7bb848dc,RIDER_071,9,8,1,9,Low,-1.9,65
fb2ca536,RIDER_009,4,8,0,1,Low,1.5,50
521fb14b,RIDER_088,10,22,1,5,High,1.4,100
57b352cd,RIDER_129,2,1,1,4,High,-7.0,47
75729246,RIDER_136,3,13,1,4,Medium,-0.4,48
3d97892b,RIDER_063,3,23,1,9,Medium,-2.8,67
ca021557,RIDER_139,9,24,1,5,Medium,0.4,100
0b1a7aa0,RIDER_081,4,21,1,10,Medium,8.0,78
d7954275,RIDER_136,1,13,0,7,Medium,4.6,92
52e19431,RIDER_033,1,11,1,4,Medium,2.7,40
8405b8fa,RIDER_123,7,4,1,7,Low,9.8,60
9709b563,RIDER_005,7,7,1,4,High,7.6,81
41e257b8,RIDER_041,2,12,1,9,Medium,-1.2,43
3d3c097e,RIDER_028,9,13,0,5,Medium,-5.3,100
86b26ac3,RIDER_135,9,22,1,7,Medium,-7.3,91
c9b17d48,RIDER_072,5,12,0,1,Low,-1.5,48
9c4a0350,RIDER_012,3,16,0,6,Medium,-0.3,97
dd9b4d26,RIDER_033,3,6,1,2,Medium,8.2,60
ebbff0b8,RIDER_048,3,14,0,8,Low,6.8,100
95fed472,RIDER_062,6,19,1,9,Medium,5.7,84
bdb5200d,RIDER_037,4,16,0,6,Medium,-0.0,96
b9c5c2db,RIDER_099,8,4,1,2,Medium,1.2,59
6dd78ebe,RIDER_104,5,5,1,7,Low,0.4,37
2f5e95da,RIDER_035,1,9,1,9,Medium,10.8,52
20497327,RIDER_101,9,24,1,1,Low,-0.5,84
59300a99,RIDER_131,1,3,1,9,Medium,-1.2,30
65008001,RIDER_001,6,22,1,7,Medium,4.3,83
08975948,RIDER_005,1,10,1,6,Medium,-1.9,43
390cb7e5,RIDER_142,3,17,1,4,High,4.2,81
47d87911,RIDER_103,10,19,1,3,Medium,3.2,97
67e6f4d1,RIDER_027,5,10,1,10,High,-1.0,70
e9fc2bef,RIDER_137,10,12,1,9,Low,0.6,73
6b10d831,RIDER_015,7,23,1,9,Medium,-1.4,76
79ec1cb8,RIDER_090,10,7,1,0,Low,6.1,75
5e8b9e18,RIDER_042,8,18,1,3,Medium,1.4,81
1f4237fc,RIDER_124,9,19,1,5,High,1.1,92
c76e06ed,RIDER_063,6,15,0,5,High,5.2,100
632377e5,RIDER_096,9,7,1,1,Low,4.7,75
6c9a1cec,RIDER_052,8,12,1,8,Low,2.9,69
463f4587,RIDER_096,9,22,1,0,Medium,6.2,100
0fe293b7,RIDER_132,10,7,1,3,High,1.4,95
4f456a1b,RIDER_143,4,10,1,3,Low,-1.6,45
ee0b02f7,RIDER_029,9,24,1,1,High,2.6,100
936308ba,RIDER_036,7,22,1,7,Medium,1.9,85
3e3abed7,RIDER_013,5,20,1,10,Medium,7.7,92
fc3a7958,RIDER_071,5,10,0,1,Medium,0.9,58
359be1c8,RIDER_086,1,23,1,1,High,8.4,79
9aeae669,RIDER_028,2,5,1,1,High,-2.9,52
1b1332b3,RIDER_066,10,18,1,0,Low,1.1,85
5b037db1,RIDER_045,3,9,1,4,Medium,0.7,47
1ef1b8a9,RIDER_062,8,16,0,10,High,0.7,100
289cd710,RIDER_134,6,7,0,3,Low,6.5,79
73f51829,RIDER_028,10,10,1,1,Medium,0.1,83
4fd41efb,RIDER_028,5,5,1,0,Low,6.0,44
71f7f552,RIDER_108,1,7,1,0,Medium,1.7,43
094ba13b,RIDER_044,9,5,0,1,Low,1.6,64
ce3198f0,RIDER_084,3,15,1,0,Medium,-3.4,45
9a69c1a3,RIDER_030,3,19,1,8,Medium,7.0,60
0f5fab19,RIDER_075,2,10,1,1,Low,8.1,47
515206b8,RIDER_128,4,8,0,2,Medium,-3.0,42
e21d0177,RIDER_092,2,24,1,8,Low,8.5,71
eeb322c2,RIDER_129,9,9,0,4,High,-3.8,100
00b67d2e,RIDER_121,10,11,1,7,Medium,1.3,77
95017f5c,RIDER_027,7,22,0,6,Medium,1.6,100
bc937e13,RIDER_121,8,2,1,5,Medium,0.8,60
a09a79b8,RIDER_116,3,3,1,1,Low,6.4,41
4651b9ca,RIDER_003,6,13,0,3,Medium,5.0,93
f54fe5cd,RIDER_103,10,11,1,8,High,-4.8,89
1d1fe853,RIDER_137,6,10,1,6,Medium,7.9,79
56779be8,RIDER_062,1,15,1,2,Medium,8.7,61
805b492e,RIDER_051,6,6,0,5,Medium,4.7,100
43958df3,RIDER_059,3,1,0,7,Medium,0.6,84
f77f8098,RIDER_118,3,14,1,7,Medium,2.9,63
ffd41790,RIDER_096,3,18,1,7,High,0.9,71
26dc5d9c,RIDER_113,10,24,1,7,Medium,5.9,100
18b64cbf,RIDER_062,10,11,0,9,Low,-5.2,100
3ee4c3fc,RIDER_052,8,8,1,5,Low,3.6,61
b4576af6,RIDER_012,5,22,1,10,Medium,6.6,80
7cf72106,RIDER_039,4,3,1,9,Medium,1.0,42
bceca733,RIDER_130,9,14,1,10,Low,4.2,84
5cebcc7a,RIDER_131,9,2,0,2,Low,-5.0,56
e625ed31,RIDER_113,1,16,1,8,High,-1.8,59
0944f20a,RIDER_101,2,6,1,2,Medium,3.6,48
9d53ee9e,RIDER_113,8,1,1,3,Medium,3.8,63
2575ad20,RIDER_081,5,14,0,9,Low,-0.3,100
950c8d57,RIDER_113,7,10,1,0,Medium,3.2,70
842e0416,RIDER_002,1,6,1,1,Medium,1.8,38
39e0b660,RIDER_130,10,9,1,5,High,-5.3,90
10c26fdf,RIDER_054,5,7,1,0,High,1.1,71
27d0ae7a,RIDER_087,3,2,1,8,Low,4.9,37
c5a5c651,RIDER_129,10,11,1,7,Medium,7.3,92
da9a6308,RIDER_147,2,14,1,1,Medium,1.0,57
56605784,RIDER_126,2,5,1,1,Low,3.5,29
c0fbb917,RIDER_130,9,9,0,7,Medium,2.7,100
c1b022d8,RIDER_053,4,7,1,10,High,4.1,75
63bad19b,RIDER_068,4,14,0,7,Medium,-0.6,100
1dc80631,RIDER_123,7,16,1,0,Medium,1.7,70
dfad6712,RIDER_145,10,22,1,4,Medium,4.2,98
d9f48c63,RIDER_038,10,16,1,10,Medium,3.6,91
ac180d22,RIDER_024,2,7,0,1,Medium,4.4,52
5e0d6d80,RIDER_069,3,10,1,0,Medium,5.2,50
58d1b5ce,RIDER_116,3,21,0,2,Medium,2.6,67
6e042fba,RIDER_098,6,6,1,2,Low,3.2,48
b5cc7cee,RIDER_139,3,17,1,9,High,-0.3,66
93984fed,RIDER_144,5,1,0,8,Low,5.4,100
1f33688c,RIDER_097,4,2,0,9,Medium,-2.3,100
07129861,RIDER_124,3,14,1,0,High,4.5,73
113b1bc7,RIDER_070,8,4,1,10,Medium,2.5,71
102ea878,RIDER_093,10,9,1,1,Low,-0.9,70
c7a28379,RIDER_003,3,23,1,8,High,-0.7,76
3032714c,RIDER_148,6,6,1,4,High,2.9,73
18c16eda,RIDER_147,7,17,1,8,Medium,1.0,78
d3c68eab,RIDER_090,7,21,1,5,Medium,0.3,81
ffa1edcf,RIDER_147,2,11,1,9,Medium,3.7,57
2def9384,RIDER_148,3,4,0,9,Medium,-4.7,93
52dc7a36,RIDER_096,10,21,0,2,Medium,2.4,96
6025ea88,RIDER_052,10,9,1,7,Low,0.5,70
420a267b,RIDER_128,4,16,0,8,Low,-2.9,100
43a58504,RIDER_039,7,3,1,1,Medium,0.6,55
01add354,RIDER_082,2,4,1,8,Medium,-3.3,35
441cae68,RIDER_104,3,24,1,3,High,6.7,87
03f96d17,RIDER_129,7,3,1,7,Medium,4.9,67
1ef00c90,RIDER_011,7,13,0,4,Medium,5.3,100
07b4bf91,RIDER_042,10,19,1,5,High,4.0,100
ddf676d0,RIDER_099,3,21,1,3,Medium,-6.6,59
f51d9b6b,RIDER_007,1,1,1,4,High,-2.7,36
c8d4d208,RIDER_144,3,23,1,0,Medium,5.6,68
683139da,RIDER_090,5,23,0,2,High,9.9,98
61943930,RIDER_112,7,6,0,3,Low,3.5,75
d917e58f,RIDER_060,4,22,1,0,Low,7.6,78
41596ec5,RIDER_113,1,3,1,2,Medium,-1.3,32
1e60ce90,RIDER_002,6,3,1,3,Medium,-0.5,49
08a23f9b,RIDER_129,2,16,1,8,Medium,4.7,59
4e531847,RIDER_048,3,10,1,2,Low,-1.2,34
814b1994,RIDER_140,4,17,0,10,Medium,-4.5,100
3697bb63,RIDER_037,6,7,1,2,Medium,5.0,64
12abf58f,RIDER_009,6,13,1,3,Medium,-0.9,69
aad99f2e,RIDER_099,7,11,0,8,Low,-5.7,100
e72eb15d,RIDER_147,5,10,0,8,High,6.6,100
2e9130f2,RIDER_048,7,7,1,0,Low,4.0,61
e09c2931,RIDER_131,2,24,1,7,Medium,4.8,56
95ed76fa,RIDER_148,1,6,1,9,Medium,5.0,44
8f71a3d8,RIDER_054,10,24,1,0,Medium,5.9,100
eccdcdae,RIDER_120,8,1,0,1,Medium,4.0,66
1de209cc,RIDER_116,1,17,1,9,High,-4.0,62
c21d50cb,RIDER_075,2,12,0,10,High,-2.3,100
72b2079c,RIDER_113,10,4,0,4,Medium,6.0,100
2aacefba,RIDER_104,6,3,1,10,Medium,4.3,55
d7b5b4a3,RIDER_084,1,6,0,10,Medium,1.5,96
7ed58d33,RIDER_112,10,16,1,5,Medium,-4.7,87
c16ce3e0,RIDER_099,3,13,1,1,Medium,-1.4,54
96571ed1,RIDER_093,7,9,1,9,Medium,0.8,69
975f998c,RIDER_146,8,11,1,4,Medium,-1.0,75
f0320929,RIDER_128,4,20,0,2,Medium,-2.2,62
2a9d8197,RIDER_110,3,21,0,6,High,3.3,100
3279bc7c,RIDER_082,1,13,1,0,Low,7.9,42
20cbedf3,RIDER_054,9,23,1,4,High,4.6,100
3d616088,RIDER_068,10,19,1,2,Medium,0.1,95
14904b83,RIDER_033,6,3,1,10,Medium,1.7,55
d283637b,RIDER_142,6,12,1,1,Medium,4.5,68
d7ea87b7,RIDER_021,9,19,1,2,Low,-0.4,73
5dcd0441,RIDER_048,1,8,1,9,High,2.9,54
0425a202,RIDER_148,6,14,1,3,Low,0.6,55
42dc12ce,RIDER_128,5,22,1,10,Low,0.5,67
667c52c1,RIDER_136,6,9,1,1,Low,-4.3,53
2b30b542,RIDER_135,8,24,1,1,Low,2.2,81
a53379a7,RIDER_145,5,17,0,2,Medium,3.6,74
6e7271e9,RIDER_128,2,6,1,1,Low,5.4,32
75d11612,RIDER_033,2,4,1,5,Medium,-5.0,38
02d6c637,RIDER_115,10,4,0,1,Medium,5.8,81
945a1a91,RIDER_119,5,19,1,0,High,4.9,86
3cd48841,RIDER_022,3,12,0,7,Low,7.9,100
fdbe29d4,RIDER_038,10,2,1,9,Medium,0.5,76
39d3b6ae,RIDER_109,3,17,1,3,Low,2.3,53
69544920,RIDER_051,8,15,0,1,Medium,-2.1,78
7af822df,RIDER_008,7,10,0,3,Medium,1.8,86
34aa1cc9,RIDER_027,1,3,1,10,Medium,0.7,29
5d91dfba,RIDER_027,5,20,1,1,Medium,2.6,74
88636403,RIDER_021,9,4,1,10,Low,1.8,61
dc192109,RIDER_030,4,22,1,4,Low,5.2,65
aa41e810,RIDER_097,1,1,1,6,High,1.2,48
0b86cc38,RIDER_028,8,1,1,5,Low,7.1,68
092659a3,RIDER_111,5,18,0,1,High,-7.9,74
d4e7dcbb,RIDER_061,2,4,1,10,High,7.2,63
6d3da8dd,RIDER_048,1,23,0,3,Medium,-3.5,77
212460a0,RIDER_147,3,22,1,7,High,5.3,83
b5243742,RIDER_004,9,15,1,6,Low,4.7,84
94d6fe5f,RIDER_035,1,23,1,6,Low,-2.3,53
e8421fc7,RIDER_049,4,21,0,3,Low,6.9,91
a0616d4f,RIDER_017,8,22,1,0,Low,-2.7,75
b6c16129,RIDER_046,8,10,1,6,Low,-3.3,61
a23c812e,RIDER_117,10,17,0,5,Medium,0.2,100
4cadfaef,RIDER_006,8,22,1,7,Low,0.4,79
8a43c892,RIDER_099,10,12,0,10,Medium,-0.4,100
3e666aae,RIDER_124,8,20,0,4,Medium,2.3,100
209cd2be,RIDER_037,4,12,0,7,Low,3.5,100
d335349b,RIDER_024,8,16,1,9,Medium,1.7,86
9fcd4842,RIDER_093,9,5,1,10,Medium,-2.7,63
cebf1b8c,RIDER_046,7,16,0,7,Medium,-1.4,100
14fc302c,RIDER_095,2,17,1,8,High,10.4,75
f0ef3bcf,RIDER_099,9,23,1,0,Medium,-2.2,92
963f6c85,RIDER_116,8,15,0,2,Medium,-2.1,73
c9e8b56f,RIDER_067,5,13,1,10,Low,-4.2,49
6fc60d88,RIDER_128,3,8,0,5,Medium,5.9,92
8e80fbab,RIDER_018,7,21,0,3,Medium,5.8,100
ae758e9c,RIDER_025,2,2,0,7,Medium,3.6,86
fa69151a,RIDER_054,3,8,1,9,Medium,7.1,56
d9f365fd,RIDER_058,9,10,1,0,Medium,-0.9,73
dda6211b,RIDER_067,4,7,1,4,Medium,-2.6,48
b0e58a5c,RIDER_104,4,10,1,3,Low,3.1,48
3e6745c0,RIDER_024,3,4,1,0,Medium,3.9,51
7a0274cf,RIDER_114,5,11,1,9,Medium,2.8,66
9dd37273,RIDER_032,3,9,1,5,Medium,0.8,50
900b4ba8,RIDER_086,9,4,1,9,Low,6.1,75
696b6d47,RIDER_127,3,3,0,2,High,1.8,57
2a8b2f3d,RIDER_130,2,11,1,10,High,3.0,58
c9629d5c,RIDER_017,5,3,1,10,Medium,1.9,49
750a3186,RIDER_104,6,18,0,4,Low,0.0,97
bb4b18f9,RIDER_137,1,19,0,5,Medium,-2.3,86
63494e1d,RIDER_043,6,14,1,3,Medium,3.7,73
ce87b848,RIDER_039,10,24,1,9,Medium,-6.7,97
f4c6b716,RIDER_026,3,11,1,9,Low,-0.5,41
d0f9ed0c,RIDER_099,4,24,1,5,Medium,-0.0,79
9f410e89,RIDER_050,6,2,0,6,Medium,-2.9,88
725f6560,RIDER_013,8,2,0,1,High,0.8,78
975b50b2,RIDER_060,9,2,1,6,Medium,3.8,76
810ae20c,RIDER_135,6,10,0,6,High,2.5,100
a5767f2c,RIDER_057,7,23,0,1,High,-0.3,91
fa54a51a,RIDER_036,5,15,0,2,Medium,4.5,64
7ca1f12e,RIDER_020,9,22,1,2,Medium,3.1,90
d4ad1b03,RIDER_065,4,12,1,0,Low,-2.6,50
6d80b308,RIDER_008,10,11,1,0,Medium,-1.1,80
9cf09533,RIDER_144,6,17,1,9,Low,-3.6,64
da417a9d,RIDER_142,5,18,1,10,Low,0.6,63
a927a0fa,RIDER_115,1,14,0,5,High,-0.7,88
847ae489,RIDER_143,5,17,0,8,High,1.1,100
a51876d5,RIDER_092,5,15,0,8,Medium,9.7,100
1d6a0965,RIDER_098,9,12,1,10,Medium,-4.5,68
64c9ccc3,RIDER_066,1,16,1,0,Medium,-5.6,51
faaa21c4,RIDER_032,5,23,1,6,Medium,8.0,76
6e9766d9,RIDER_086,7,6,1,5,Low,4.1,54
607a2471,RIDER_051,6,2,0,3,Medium,5.9,79
9624a2a1,RIDER_063,6,2,1,10,Medium,0.6,48
87111725,RIDER_125,7,16,0,2,Low,4.8,65
9167dbc9,RIDER_150,6,2,1,8,Medium,1.5,55
c8263ff7,RIDER_058,5,8,1,9,High,5.5,73
48b372a3,RIDER_058,10,7,0,4,High,6.1,100
ba8afbae,RIDER_086,5,1,1,7,Medium,5.7,54
2c80983e,RIDER_049,9,4,1,3,Low,-0.6,54
3a104496,RIDER_070,8,11,1,3,Medium,2.4,78
12ef443a,RIDER_015,10,20,0,5,High,-1.8,100
f9d065c4,RIDER_054,4,7,0,5,Medium,4.2,90
18c1e3fb,RIDER_101,4,18,0,2,High,3.4,78
04aa7734,RIDER_008,10,4,0,1,Low,-4.4,64
fba55a5a,RIDER_053,5,17,0,10,Medium,3.8,100
6195861a,RIDER_060,3,11,0,8,Low,3.7,100
c38a3956,RIDER_108,8,11,1,1,Medium,4.3,83
00bed088,RIDER_005,7,20,1,8,Low,2.2,77
02ceb5a0,RIDER_103,5,11,1,10,Medium,4.3,64
1fda3e42,RIDER_006,10,15,0,7,Medium,3.3,100
55176a03,RIDER_109,3,14,1,10,Medium,-1.6,50
0aff4a0c,RIDER_116,5,17,1,9,High,4.5,82
9341f61b,RIDER_094,3,2,0,6,Medium,-1.8,73
60249e7d,RIDER_047,10,18,1,4,High,-2.3,99
9de1f1d2,RIDER_099,5,16,0,2,Low,2.8,62
46bde27f,RIDER_055,1,12,0,1,Medium,-8.7,41
52bd5a2b,RIDER_052,6,10,1,10,High,-0.7,71
ced9f1a1,RIDER_144,10,16,0,7,Medium,0.7,100
e7a4dba9,RIDER_013,4,3,0,1,High,7.3,63
df8d2e97,RIDER_114,4,8,1,7,Medium,1.1,52
92a84a18,RIDER_124,8,22,0,4,Medium,9.7,100
b2324615,RIDER_106,2,22,0,8,Medium,-4.0,100
5a934ca8,RIDER_147,4,24,1,3,High,3.9,85
31e16d6f,RIDER_145,2,2,1,7,High,4.6,58
79333f90,RIDER_120,1,22,1,10,Medium,-1.7,51
3dc69fc9,RIDER_063,10,1,1,6,Medium,1.6,73
a3f25cfa,RIDER_019,3,14,1,7,Low,1.6,54
e7712cbd,RIDER_092,8,4,0,4,Medium,6.3,98
edeefa6c,RIDER_058,6,4,1,1,Low,-3.8,49
04263043,RIDER_090,7,9,0,6,Medium,9.5,100
955805e6,RIDER_117,2,3,1,2,High,-5.6,45
31958007,RIDER_062,6,5,1,9,Medium,3.7,64
ae2c5d8e,RIDER_023,8,1,1,9,Medium,-1.5,62
91a154c5,RIDER_127,8,22,0,9,Low,3.9,100
c37166a0,RIDER_137,4,19,1,10,Medium,-0.6,62
67a3061f,RIDER_140,6,1,1,9,Medium,7.4,57
fe0a58f8,RIDER_129,5,10,0,1,Medium,2.4,54
5a6632f3,RIDER_058,9,22,1,2,Medium,0.3,89
7a947810,RIDER_122,8,12,1,3,Low,-2.5,66
96c499cf,RIDER_001,2,10,1,9,Medium,3.6,53
6639df7a,RIDER_034,7,2,0,10,High,3.8,100
7b18eca4,RIDER_096,7,16,1,6,Low,0.5,61
0f681ece,RIDER_126,1,8,1,9,High,2.1,58
09aa3fe4,RIDER_118,1,14,1,0,Medium,3.1,45
77f7c63c,RIDER_048,4,15,0,5,Medium,4.6,92
f0304fa7,RIDER_089,5,16,1,5,Medium,-2.0,71
a72c5ca4,RIDER_117,4,11,1,7,Medium,0.2,53
cdc75679,RIDER_129,7,12,1,1,Medium,4.4,73
00917ccb,RIDER_016,3,2,1,1,Medium,1.6,38
587806ca,RIDER_069,7,4,1,0,Medium,-5.5,55
a36a43d1,RIDER_022,8,3,1,2,Medium,8.4,74
d656e9b0,RIDER_093,6,9,0,6,High,5.4,100
be40a0f4,RIDER_076,6,18,0,7,Low,-5.0,100
a177ea47,RIDER_144,8,19,0,6,High,-0.6,100
d86c4098,RIDER_086,8,7,1,8,Medium,8.3,85
b32b222d,RIDER_029,7,4,0,7,Low,3.8,100
83233527,RIDER_069,6,6,1,7,Medium,-3.8,58
837d6184,RIDER_047,6,19,0,10,Low,-5.8,100
7a2c29ac,RIDER_094,10,1,1,1,Medium,-5.1,67
bc06e8a3,RIDER_144,6,16,1,0,Low,0.0,63
6135bddf,RIDER_085,8,11,1,5,Low,4.7,71
2fd366f6,RIDER_039,1,22,0,6,Low,-4.1,83
768358ba,RIDER_100,5,4,0,5,Low,4.3,81
0bb437d9,RIDER_033,3,18,0,6,Low,-1.5,86
24069141,RIDER_101,8,23,0,7,High,-5.4,100
0bff8dfc,RIDER_023,6,5,1,1,High,0.6,69
7561c3b6,RIDER_010,2,22,1,0,High,9.9,85
fdb97cb4,RIDER_069,7,6,0,9,Low,7.4,100
926f802f,RIDER_100,7,2,0,7,Low,0.0,100
afeb6d64,RIDER_034,5,12,1,7,Low,2.8,57
ee5bc0c5,RIDER_138,8,22,1,7,Medium,-0.3,83
01c12924,RIDER_147,5,9,1,9,High,-5.9,69
5493d7d6,RIDER_096,1,20,1,6,High,-0.4,72
0fbb49b4,RIDER_001,9,12,1,1,Low,4.6,72
6eefad89,RIDER_069,4,13,1,3,Medium,-2.7,63
ef89f502,RIDER_004,2,22,1,8,High,6.3,81
0cc2096f,RIDER_016,4,23,1,7,Medium,6.5,78
14afe573,RIDER_024,9,17,1,3,Low,0.2,75
d189c3db,RIDER_080,2,5,1,7,Low,2.4,31
60d24fab,RIDER_002,4,20,1,9,Medium,7.2,69
6552cead,RIDER_128,2,13,0,5,Low,3.5,78
b3d67b2e,RIDER_084,5,13,1,10,High,7.8,88
186b8d38,RIDER_140,3,10,0,8,Low,-5.0,91
93f4a45b,RIDER_124,10,15,1,0,Low,-0.3,76
c455dccb,RIDER_033,2,15,1,5,Low,0.7,40
9577fd7b,RIDER_101,9,18,1,10,Low,7.0,87
fff4e76d,RIDER_012,5,18,1,3,Medium,2.0,72
9e1ed390,RIDER_067,10,2,1,2,Low,-1.0,66
a1a7afb0,RIDER_065,5,23,1,4,Low,1.6,59
5836e244,RIDER_074,1,11,1,9,Medium,4.1,44
a56559c8,RIDER_043,6,13,1,10,Low,0.7,61
1ef80da5,RIDER_044,7,11,1,7,Low,5.4,63
10c588ff,RIDER_029,1,4,0,10,Low,2.5,92
3bde0b5d,RIDER_141,9,15,1,9,Low,0.8,77
20f082ea,RIDER_012,8,22,0,5,Medium,6.7,100
65014a37,RIDER_095,8,23,1,0,Low,7.8,90
c1e4d936,RIDER_046,7,11,1,5,Medium,6.7,73
21f60f1b,RIDER_130,5,18,1,6,Medium,-1.2,64
603fd8d6,RIDER_035,3,16,0,5,Medium,6.8,99
6de4ef2e,RIDER_081,9,10,1,2,High,6.0,99
a47ff8af,RIDER_090,7,12,1,10,Low,-2.6,59
278c57aa,RIDER_008,10,13,0,8,Medium,0.7,100
3e84c50a,RIDER_093,10,9,0,9,High,7.0,100
7a0237d7,RIDER_090,8,21,1,9,High,5.8,100
33be8b3d,RIDER_115,6,13,0,3,Medium,-0.1,90
7e5832db,RIDER_105,5,6,0,4,Low,-2.4,62
72f3929c,RIDER_135,8,6,1,4,Low,7.2,59
8aa1d6d9,RIDER_058,3,11,1,2,Low,4.3,51
d8111c15,RIDER_114,7,19,0,1,High,2.1,91
0df9f834,RIDER_075,2,11,0,7,Medium,-1.2,92
ad49db2b,RIDER_120,3,10,1,6,Medium,4.9,55
d85aee54,RIDER_021,2,23,0,4,Medium,-2.1,87
6fadcc40,RIDER_138,5,15,1,0,Medium,-1.6,66
620de964,RIDER_101,7,13,1,9,Low,3.6,71
21a08b1e,RIDER_099,10,23,1,0,High,6.0,100
40ca566e,RIDER_036,10,8,1,7,Medium,2.6,86
9cb3f0a7,RIDER_096,1,5,0,3,Medium,0.6,51
9a41c317,RIDER_037,10,2,1,3,Medium,5.5,80
